,,,Input file name TS,Solution cost,Time spent,,Input file name LA,Solution cost,Time spent,,
,,,gs500b-3__bf-1_a1-2.5_l-0.01-0.05,537984,347.50,,gs500b-3__bf-0_a1-2.5_idle-0.02_lh-1,538630,2.01,,
,,,gs500b-3__bf-1_a1-2.5_l-0.04-0.08,538181,183.08,,gs500b-3__bf-1_a1-2.5_idle-0.02_lh-10,538181,3.15,,
,,,gs500b-3__bf-1_a1-2.5_l-0.01-0.08,538028,291.95,,,,,,
,,,,,,,,,,,
,,,gs500b-4__bf-0_a1-2.5_l-0.01-0.05,537822,285.95,,gs500b-4__bf-0_a1-2.5_idle-0.02_lh-0.05,538521,1.20,,
,,,gs500b-4__bf-0_a1-2.5_l-0.04-0.08,538194,185.41,,gs500b-4__bf-0_a1-2.5_idle-0.02_lh-0.1,538644,0.80,,
,,,gs500b-4__bf-0_a1-2.5_l-0.01-0.08,537779,191.47,,gs500b-4__bf-0_a1-2.5_idle-0.02_lh-0.5,538521,1.91,,
,,,gs500b-4__bf-1_a1-2.5_l-0.01-0.05,537742,200.77,,gs500b-4__bf-0_a1-2.5_idle-0.02_lh-1,538598,2.65,,
,,,gs500b-4__bf-1_a1-2.5_l-0.04-0.08,538186,293.48,,gs500b-4__bf-1_a1-2.5_idle-0.02_lh-10,537998,3.01,,
,,,gs500b-4__bf-1_a1-2.5_l-0.01-0.08,537928,197.85,,,,,,
,,,,,,,,,,,
,,,gs500b-5__bf-0_a1-2.5_l-0.01-0.05,538377,327.99,,gs500b-5__bf-0_a1-2.5_idle-0.02_lh-0.05,538698,0.44,,
,,,gs500b-5__bf-0_a1-2.5_l-0.04-0.08,538698,189.94,,gs500b-5__bf-0_a1-2.5_idle-0.02_lh-0.1,538698,0.43,,
,,,gs500b-5__bf-0_a1-2.5_l-0.01-0.08,538624,269.38,,gs500b-5__bf-0_a1-2.5_idle-0.02_lh-0.5,538698,0.43,,
,,,gs500b-5__bf-1_a1-2.5_l-0.01-0.05,538352,216.13,,gs500b-5__bf-0_a1-2.5_idle-0.02_lh-1,538698,0.91,,
,,,gs500b-5__bf-1_a1-2.5_l-0.04-0.08,538584,180.74,,gs500b-5__bf-1_a1-2.5_idle-0.02_lh-10,538698,0.91,,
,,,gs500b-5__bf-1_a1-2.5_l-0.01-0.08,538584,183.75,,,,,,
,,,,,,,,,,,
,,,gs500c-1__bf-0_a1-2.5_l-0.01-0.05,620041,306.77,,gs500c-1__bf-0_a1-2.5_idle-0.02_lh-0.05,620639,0.00,,
,,,gs500c-1__bf-0_a1-2.5_l-0.04-0.08,620639,201.05,,gs500c-1__bf-0_a1-2.5_idle-0.02_lh-0.1,620639,0.00,,
,,,gs500c-1__bf-0_a1-2.5_l-0.01-0.08,620639,207.23,,gs500c-1__bf-0_a1-2.5_idle-0.02_lh-0.5,620639,0.00,,
,,,gs500c-1__bf-1_a1-2.5_l-0.01-0.05,620041,212.72,,gs500c-1__bf-0_a1-2.5_idle-0.02_lh-1,620639,0.00,,
,,,gs500c-1__bf-1_a1-2.5_l-0.04-0.08,620041,203.17,,gs500c-1__bf-1_a1-2.5_idle-0.02_lh-10,620639,0.00,,
,,,gs500c-1__bf-1_a1-2.5_l-0.01-0.08,620041,206.70,,,,,,
,,,,,,,,,,,
,,,gs500c-2__bf-0_a1-2.5_l-0.01-0.05,620434,230.90,,gs500c-2__bf-0_a1-2.5_idle-0.02_lh-0.05,620434,0.00,,
,,,gs500c-2__bf-0_a1-2.5_l-0.04-0.08,620434,210.07,,gs500c-2__bf-0_a1-2.5_idle-0.02_lh-0.1,620434,0.00,,
,,,gs500c-2__bf-0_a1-2.5_l-0.01-0.08,620434,216.42,,gs500c-2__bf-0_a1-2.5_idle-0.02_lh-0.5,620434,0.00,,
,,,gs500c-2__bf-1_a1-2.5_l-0.01-0.05,620434,212.49,,gs500c-2__bf-0_a1-2.5_idle-0.02_lh-1,620434,0.00,,
,,,gs500c-2__bf-1_a1-2.5_l-0.04-0.08,620434,210.87,,gs500c-2__bf-1_a1-2.5_idle-0.02_lh-10,620434,0.00,,
,,,gs500c-2__bf-1_a1-2.5_l-0.01-0.08,620434,214.84,,,,,,
,,,,,,,,,,,
,,,gs500c-3__bf-0_a1-2.5_l-0.01-0.05,621204,219.22,,gs500c-3__bf-0_a1-2.5_idle-0.02_lh-0.05,621204,0.00,,
,,,gs500c-3__bf-0_a1-2.5_l-0.04-0.08,621204,207.51,,gs500c-3__bf-0_a1-2.5_idle-0.02_lh-0.1,621204,0.00,,
,,,gs500c-3__bf-0_a1-2.5_l-0.01-0.08,621204,209.93,,gs500c-3__bf-0_a1-2.5_idle-0.02_lh-0.5,621204,0.00,,
,,,gs500c-3__bf-1_a1-2.5_l-0.01-0.05,621204,210.47,,gs500c-3__bf-0_a1-2.5_idle-0.02_lh-1,621204,0.00,,
,,,gs500c-3__bf-1_a1-2.5_l-0.04-0.08,621204,202.10,,gs500c-3__bf-1_a1-2.5_idle-0.02_lh-10,621204,0.00,,
,,,gs500c-3__bf-1_a1-2.5_l-0.01-0.08,621204,206.56,,,,,,
,,,,,,,,,,,
,,,gs500c-4__bf-0_a1-2.5_l-0.01-0.05,620437,220.69,,gs500c-4__bf-0_a1-2.5_idle-0.02_lh-0.05,621166,0.10,,
,,,gs500c-4__bf-0_a1-2.5_l-0.04-0.08,620437,193.67,,gs500c-4__bf-0_a1-2.5_idle-0.02_lh-0.1,621166,0.10,,
,,,gs500c-4__bf-0_a1-2.5_l-0.01-0.08,620437,199.25,,gs500c-4__bf-0_a1-2.5_idle-0.02_lh-0.5,621166,0.10,,
,,,gs500c-4__bf-1_a1-2.5_l-0.01-0.05,620437,210.02,,gs500c-4__bf-0_a1-2.5_idle-0.02_lh-1,621166,0.11,,
,,,gs500c-4__bf-1_a1-2.5_l-0.04-0.08,620437,193.82,,gs500c-4__bf-1_a1-2.5_idle-0.02_lh-10,621166,0.10,,
,,,gs500c-4__bf-1_a1-2.5_l-0.01-0.08,620437,199.09,,,,,,
,,,,,,,,,,,
,,,gs500c-5__bf-0_a1-2.5_l-0.01-0.05,623548,349.96,,gs500c-5__bf-0_a1-2.5_idle-0.02_lh-0.05,626125,0.00,,
,,,gs500c-5__bf-0_a1-2.5_l-0.04-0.08,623583,189.17,,gs500c-5__bf-0_a1-2.5_idle-0.02_lh-0.1,626125,0.00,,
,,,gs500c-5__bf-0_a1-2.5_l-0.01-0.08,623583,199.56,,gs500c-5__bf-0_a1-2.5_idle-0.02_lh-0.5,626125,0.00,,
,,,gs500c-5__bf-1_a1-2.5_l-0.01-0.05,623444,346.20,,gs500c-5__bf-0_a1-2.5_idle-0.02_lh-1,626125,0.00,,
,,,gs500c-5__bf-1_a1-2.5_l-0.04-0.08,624313,185.79,,gs500c-5__bf-1_a1-2.5_idle-0.02_lh-10,626125,0.00,,
,,,gs500c-5__bf-1_a1-2.5_l-0.01-0.08,623874,442.25,,,,,,
,,,,,,,,,,,
,,,gs750a-1__bf-0_a1-2.5_l-0.01-0.05,763718,1171.53,,gs750a-1__bf-0_a1-2.5_idle-0.02_lh-0.05,763848,6.12,,
,,,gs750a-1__bf-0_a1-2.5_l-0.04-0.08,763805,1311.07,,gs750a-1__bf-0_a1-2.5_idle-0.02_lh-0.1,763827,23.03,,
,,,gs750a-1__bf-0_a1-2.5_l-0.01-0.08,763722,1047.10,,gs750a-1__bf-0_a1-2.5_idle-0.02_lh-0.5,763864,47.34,,
,,,gs750a-1__bf-1_a1-2.5_l-0.01-0.05,763684,1374.00,,gs750a-1__bf-0_a1-2.5_idle-0.02_lh-1,763885,75.31,,
,,,gs750a-1__bf-1_a1-2.5_l-0.04-0.08,763730,1006.46,,gs750a-1__bf-1_a1-2.5_idle-0.02_lh-10,763872,9.42,,
,,,gs750a-1__bf-1_a1-2.5_l-0.01-0.08,763806,1129.74,,,,,,
,,,,,,,,,,,
,,,gs750a-2__bf-0_a1-2.5_l-0.01-0.05,763625,1212.96,,gs750a-2__bf-0_a1-2.5_idle-0.02_lh-0.05,763652,18.27,,
,,,gs750a-2__bf-0_a1-2.5_l-0.04-0.08,763650,1043.38,,gs750a-2__bf-0_a1-2.5_idle-0.02_lh-0.1,763716,32.96,,
,,,gs750a-2__bf-0_a1-2.5_l-0.01-0.08,763650,1059.50,,gs750a-2__bf-0_a1-2.5_idle-0.02_lh-0.5,763827,20.29,,
,,,gs750a-2__bf-1_a1-2.5_l-0.01-0.05,763568,1465.58,,gs750a-2__bf-0_a1-2.5_idle-0.02_lh-1,763759,49.75,,
,,,gs750a-2__bf-1_a1-2.5_l-0.04-0.08,763650,1012.24,,gs750a-2__bf-1_a1-2.5_idle-0.02_lh-10,763650,9.38,,
,,,gs750a-2__bf-1_a1-2.5_l-0.01-0.08,763649,1941.49,,,,,,
,,,,,,,,,,,
,,,gs750a-3__bf-0_a1-2.5_l-0.01-0.05,763727,1592.83,,gs750a-3__bf-0_a1-2.5_idle-0.02_lh-0.05,763924,6.02,,
,,,gs750a-3__bf-0_a1-2.5_l-0.04-0.08,763853,1438.05,,gs750a-3__bf-0_a1-2.5_idle-0.02_lh-0.1,763926,10.04,,
,,,gs750a-3__bf-0_a1-2.5_l-0.01-0.08,763788,1038.82,,gs750a-3__bf-0_a1-2.5_idle-0.02_lh-0.5,763920,24.16,,
,,,gs750a-3__bf-1_a1-2.5_l-0.01-0.05,763774,1755.04,,gs750a-3__bf-0_a1-2.5_idle-0.02_lh-1,763970,17.58,,
,,,gs750a-3__bf-1_a1-2.5_l-0.04-0.08,763784,2526.49,,gs750a-3__bf-1_a1-2.5_idle-0.02_lh-10,763885,11.79,,
,,,gs750a-3__bf-1_a1-2.5_l-0.01-0.08,763843,1532.27,,,,,,
,,,,,,,,,,,
,,,gs750a-4__bf-0_a1-2.5_l-0.01-0.05,763991,1376.26,,gs750a-4__bf-0_a1-2.5_idle-0.02_lh-0.05,764097,5.74,,
,,,gs750a-4__bf-0_a1-2.5_l-0.04-0.08,763990,1008.90,,gs750a-4__bf-0_a1-2.5_idle-0.02_lh-0.1,764084,7.38,,
,,,gs750a-4__bf-0_a1-2.5_l-0.01-0.08,764030,1024.12,,gs750a-4__bf-0_a1-2.5_idle-0.02_lh-0.5,764034,31.41,,
,,,gs750a-4__bf-1_a1-2.5_l-0.01-0.05,763963,1585.54,,gs750a-4__bf-0_a1-2.5_idle-0.02_lh-1,764111,15.23,,
,,,gs750a-4__bf-1_a1-2.5_l-0.04-0.08,763990,1004.18,,gs750a-4__bf-1_a1-2.5_idle-0.02_lh-10,764024,8.15,,
,,,gs750a-4__bf-1_a1-2.5_l-0.01-0.08,764014,982.14,,,,,,
,,,,,,,,,,,
,,,gs750a-5__bf-0_a1-2.5_l-0.01-0.05,763648,2878.66,,gs750a-5__bf-0_a1-2.5_idle-0.02_lh-0.05,763838,15.47,,
,,,gs750a-5__bf-0_a1-2.5_l-0.04-0.08,763737,1049.73,,gs750a-5__bf-0_a1-2.5_idle-0.02_lh-0.1,763834,19.92,,
,,,gs750a-5__bf-0_a1-2.5_l-0.01-0.08,763625,1458.75,,gs750a-5__bf-0_a1-2.5_idle-0.02_lh-0.5,763853,60.77,,
,,,gs750a-5__bf-1_a1-2.5_l-0.01-0.05,763666,1152.30,,gs750a-5__bf-0_a1-2.5_idle-0.02_lh-1,763937,22.18,,
,,,gs750a-5__bf-1_a1-2.5_l-0.04-0.08,763762,1418.39,,gs750a-5__bf-1_a1-2.5_idle-0.02_lh-10,763886,12.13,,
,,,gs750a-5__bf-1_a1-2.5_l-0.01-0.08,763746,1447.84,,,,,,
,,,,,,,,,,,
,,,gs750b-1__bf-0_a1-2.5_l-0.01-0.05,797225,1907.92,,gs750b-1__bf-0_a1-2.5_idle-0.02_lh-0.05,798136,0.16,,
,,,gs750b-1__bf-0_a1-2.5_l-0.04-0.08,797388,1063.58,,gs750b-1__bf-0_a1-2.5_idle-0.02_lh-0.1,798136,0.16,,
,,,gs750b-1__bf-0_a1-2.5_l-0.01-0.08,797388,1044.02,,gs750b-1__bf-0_a1-2.5_idle-0.02_lh-0.5,798136,0.16,,
,,,gs750b-1__bf-1_a1-2.5_l-0.01-0.05,797026,1029.27,,gs750b-1__bf-0_a1-2.5_idle-0.02_lh-1,798088,3.46,,
,,,gs750b-1__bf-1_a1-2.5_l-0.04-0.08,797470,1014.54,,gs750b-1__bf-1_a1-2.5_idle-0.02_lh-10,797470,16.66,,
,,,gs750b-1__bf-1_a1-2.5_l-0.01-0.08,797470,1018.61,,,,,,
,,,,,,,,,,,
,,,gs750b-2__bf-0_a1-2.5_l-0.01-0.05,796418,1065.70,,gs750b-2__bf-0_a1-2.5_idle-0.02_lh-0.05,796467,3.12,,
,,,gs750b-2__bf-0_a1-2.5_l-0.04-0.08,796418,1075.09,,gs750b-2__bf-0_a1-2.5_idle-0.02_lh-0.1,796460,4.18,,
,,,gs750b-2__bf-0_a1-2.5_l-0.01-0.08,796418,1068.30,,gs750b-2__bf-0_a1-2.5_idle-0.02_lh-0.5,796541,11.41,,
,,,gs750b-2__bf-1_a1-2.5_l-0.01-0.05,796287,1352.32,,gs750b-2__bf-0_a1-2.5_idle-0.02_lh-1,796603,11.29,,
,,,gs750b-2__bf-1_a1-2.5_l-0.04-0.08,796418,1029.53,,gs750b-2__bf-1_a1-2.5_idle-0.02_lh-10,796418,4.52,,
,,,gs750b-2__bf-1_a1-2.5_l-0.01-0.08,796418,1060.95,,,,,,
,,,,,,,,,,,
,,,gs750b-3__bf-0_a1-2.5_l-0.01-0.05,796819,1235.60,,gs750b-3__bf-0_a1-2.5_idle-0.02_lh-0.05,797595,3.17,,
,,,gs750b-3__bf-0_a1-2.5_l-0.04-0.08,797304,1108.69,,gs750b-3__bf-0_a1-2.5_idle-0.02_lh-0.1,797656,3.49,,
,,,gs750b-3__bf-0_a1-2.5_l-0.01-0.08,797300,2182.42,,gs750b-3__bf-0_a1-2.5_idle-0.02_lh-0.5,797542,19.22,,
,,,gs750b-3__bf-1_a1-2.5_l-0.01-0.05,796737,1280.05,,gs750b-3__bf-0_a1-2.5_idle-0.02_lh-1,797408,31.01,,
,,,gs750b-3__bf-1_a1-2.5_l-0.04-0.08,796913,1072.33,,gs750b-3__bf-1_a1-2.5_idle-0.02_lh-10,797503,10.64,,
,,,gs750b-3__bf-1_a1-2.5_l-0.01-0.08,796589,1086.30,,,,,,
,,,,,,,,,,,
,,,gs750b-4__bf-0_a1-2.5_l-0.01-0.05,796964,1738.04,,gs750b-4__bf-0_a1-2.5_idle-0.02_lh-0.05,797344,2.76,,
,,,gs750b-4__bf-0_a1-2.5_l-0.04-0.08,797161,1073.50,,gs750b-4__bf-0_a1-2.5_idle-0.02_lh-0.1,797344,2.77,,
,,,gs750b-4__bf-0_a1-2.5_l-0.01-0.08,797161,1086.36,,gs750b-4__bf-0_a1-2.5_idle-0.02_lh-0.5,797363,9.05,,
,,,gs750b-4__bf-1_a1-2.5_l-0.01-0.05,796709,2342.40,,gs750b-4__bf-0_a1-2.5_idle-0.02_lh-1,797324,17.34,,
,,,gs750b-4__bf-1_a1-2.5_l-0.04-0.08,797161,1063.36,,gs750b-4__bf-1_a1-2.5_idle-0.02_lh-10,797161,6.75,,
,,,gs750b-4__bf-1_a1-2.5_l-0.01-0.08,797161,1041.19,,,,,,
,,,,,,,,,,,
,,,gs750b-5__bf-0_a1-2.5_l-0.01-0.05,796415,1057.31,,gs750b-5__bf-0_a1-2.5_idle-0.02_lh-0.05,796800,1.19,,
,,,gs750b-5__bf-0_a1-2.5_l-0.04-0.08,796415,1069.12,,gs750b-5__bf-0_a1-2.5_idle-0.02_lh-0.1,796800,1.18,,
,,,gs750b-5__bf-0_a1-2.5_l-0.01-0.08,796415,1061.61,,gs750b-5__bf-0_a1-2.5_idle-0.02_lh-0.5,796970,2.48,,
,,,gs750b-5__bf-1_a1-2.5_l-0.01-0.05,796415,1028.39,,gs750b-5__bf-0_a1-2.5_idle-0.02_lh-1,796970,2.49,,
,,,gs750b-5__bf-1_a1-2.5_l-0.04-0.08,796415,1021.56,,gs750b-5__bf-1_a1-2.5_idle-0.02_lh-10,796415,10.46,,
,,,gs750b-5__bf-1_a1-2.5_l-0.01-0.08,796415,1014.52,,,,,,
,,,,,,,,,,,
,,,gs750c-1__bf-0_a1-2.5_l-0.01-0.05,901642,1152.41,,gs750c-1__bf-0_a1-2.5_idle-0.02_lh-0.05,901642,0.00,,
,,,gs750c-1__bf-0_a1-2.5_l-0.04-0.08,901642,1094.75,,gs750c-1__bf-0_a1-2.5_idle-0.02_lh-0.1,901642,0.00,,
,,,gs750c-1__bf-0_a1-2.5_l-0.01-0.08,901642,1149.45,,gs750c-1__bf-0_a1-2.5_idle-0.02_lh-0.5,901642,0.00,,
,,,gs750c-1__bf-1_a1-2.5_l-0.01-0.05,901563,1319.93,,gs750c-1__bf-0_a1-2.5_idle-0.02_lh-1,901642,0.00,,
,,,gs750c-1__bf-1_a1-2.5_l-0.04-0.08,901642,1102.26,,gs750c-1__bf-1_a1-2.5_idle-0.02_lh-10,901642,0.00,,
,,,gs750c-1__bf-1_a1-2.5_l-0.01-0.08,901642,1147.04,,,,,,
,,,,,,,,,,,
,,,gs750c-2__bf-0_a1-2.5_l-0.01-0.05,897886,1117.56,,gs750c-2__bf-0_a1-2.5_idle-0.02_lh-0.05,898991,0.00,,
,,,gs750c-2__bf-0_a1-2.5_l-0.04-0.08,897886,1035.10,,gs750c-2__bf-0_a1-2.5_idle-0.02_lh-0.1,898991,0.00,,
,,,gs750c-2__bf-0_a1-2.5_l-0.01-0.08,897886,1053.61,,gs750c-2__bf-0_a1-2.5_idle-0.02_lh-0.5,898991,0.00,,
,,,gs750c-2__bf-1_a1-2.5_l-0.01-0.05,897886,1098.55,,gs750c-2__bf-0_a1-2.5_idle-0.02_lh-1,898991,0.00,,
,,,gs750c-2__bf-1_a1-2.5_l-0.04-0.08,897886,1035.93,,gs750c-2__bf-1_a1-2.5_idle-0.02_lh-10,898991,0.00,,
,,,gs750c-2__bf-1_a1-2.5_l-0.01-0.08,897886,1047.26,,,,,,
,,,,,,,,,,,
,,,gs750c-3__bf-0_a1-2.5_l-0.01-0.05,902386,1125.85,,gs750c-3__bf-0_a1-2.5_idle-0.02_lh-0.05,902386,0.00,,
,,,gs750c-3__bf-0_a1-2.5_l-0.04-0.08,902386,1064.72,,gs750c-3__bf-0_a1-2.5_idle-0.02_lh-0.1,902386,0.00,,
,,,gs750c-3__bf-0_a1-2.5_l-0.01-0.08,902386,1105.22,,gs750c-3__bf-0_a1-2.5_idle-0.02_lh-0.5,902386,0.00,,
,,,gs750c-3__bf-1_a1-2.5_l-0.01-0.05,902386,1128.74,,gs750c-3__bf-0_a1-2.5_idle-0.02_lh-1,902386,0.00,,
,,,gs750c-3__bf-1_a1-2.5_l-0.04-0.08,902386,1075.83,,gs750c-3__bf-1_a1-2.5_idle-0.02_lh-10,902386,0.00,,
,,,gs750c-3__bf-1_a1-2.5_l-0.01-0.08,902386,1125.41,,,,,,
,,,,,,,,,,,
,,,gs750c-4__bf-0_a1-2.5_l-0.01-0.05,902204,1136.08,,gs750c-4__bf-0_a1-2.5_idle-0.02_lh-0.05,902624,0.00,,
,,,gs750c-4__bf-0_a1-2.5_l-0.04-0.08,902204,1053.58,,gs750c-4__bf-0_a1-2.5_idle-0.02_lh-0.1,902624,0.00,,
,,,gs750c-4__bf-0_a1-2.5_l-0.01-0.08,902204,1091.12,,gs750c-4__bf-0_a1-2.5_idle-0.02_lh-0.5,902624,0.00,,
,,,gs750c-4__bf-1_a1-2.5_l-0.01-0.05,902204,1124.36,,gs750c-4__bf-0_a1-2.5_idle-0.02_lh-1,902624,0.00,,
,,,gs750c-4__bf-1_a1-2.5_l-0.04-0.08,902204,1043.35,,gs750c-4__bf-1_a1-2.5_idle-0.02_lh-10,902624,0.00,,
,,,gs750c-4__bf-1_a1-2.5_l-0.01-0.08,902204,1058.19,,,,,,
,,,,,,,,,,,
,,,gs750c-5__bf-0_a1-2.5_l-0.01-0.05,900216,1108.74,,gs750c-5__bf-0_a1-2.5_idle-0.02_lh-0.05,900991,0.00,,
,,,gs750c-5__bf-0_a1-2.5_l-0.04-0.08,900216,998.53,,gs750c-5__bf-0_a1-2.5_idle-0.02_lh-0.1,900991,0.00,,
,,,gs750c-5__bf-0_a1-2.5_l-0.01-0.08,900216,1051.13,,gs750c-5__bf-0_a1-2.5_idle-0.02_lh-0.5,900991,0.00,,
,,,gs750c-5__bf-1_a1-2.5_l-0.01-0.05,900216,1092.96,,gs750c-5__bf-0_a1-2.5_idle-0.02_lh-1,900991,0.00,,
,,,gs750c-5__bf-1_a1-2.5_l-0.04-0.08,900216,996.54,,gs750c-5__bf-1_a1-2.5_idle-0.02_lh-10,900991,0.00,,
,,,gs750c-5__bf-1_a1-2.5_l-0.01-0.08,900216,1030.47,,,,,,